,Borough,Block,Lot,BIN, Building,Agency,2010 Score *,2010Source EUI (kBtu/ft²)*,2010 GHG Emissions Intensity (kgCO2e/ft²)*,2014 Score *,2014 Source EUI (kBtu/ft²)*,2014 GHG Emissions Intensity (kgCO2e/ft²)*,BBL
0,1.0,93.0,1.0,1001280.0,ACS Administrative Site (Leased),ACS,57,239,6.2,76,219.5,5.8,1000930001
1,1.0,350.0,8.0,1004240.0,Escuela Hispana Montessori #2 (Leased),ACS,Not Available,162.5,5.1,Not Available,151,5.3,1003500008
2,1.0,479.0,1.0,1007156.0,Chinese Community Concern Parents,ACS,Not Available,289.4,8.6,Not Available,294.1,9.6,1004790001
3,1.0,2014.0,36.0,1060189.0,Lutheran Social Service of NY #11 (Leased),ACS,Not Available,237.1,7.5,Not Available,220,7.1,1020140036
4,1.0,2032.0,17.0,1060503.0,Lutheran Social Service of NY #13 (Leased),ACS,Not Available,193.6,5.1,Not Available,208.5,5.5,1020320017
5,1.0,2076.0,41.0,1061917.0,Lutheran Social Service of NY #14 (Leased),ACS,Not Available,167.4,4.9,Not Available,142.7,4.1,1020760041
6,1.0,2108.0,23.0,1062503.0,United Federation of Black Community Organization (Leased),ACS,Not Available,173.1,4.6,Not Available,185,5,1021080023
7,1.0,2111.0,58.0,1062652.0,Rena Day Care Center (Leased),ACS,Not Available,151.6,4,Not Available,147.8,4,1021110058
8,2.0,2276.0,1.0,2000133.0,Horizon Juvenile Center,ACS,Not Available,154.4,4.7,Not Available,144.4,4.5,2022760001
9,2.0,2368.0,39.0,2001228.0,South East Bronx Neighborhood Center Inc. (Leased),ACS,Not Available,138.8,3.6,Not Available,148.3,3.9,2023680039
10,2.0,2383.0,12.0,2001505.0,Fulton Day Care Center (Leased),ACS,Not Available,180.6,4.9,Not Available,176.9,4.9,2023830012
11,2.0,2411.0,41.0,2001876.0,Philip Michaels Day Care Center (Leased),ACS,Not Available,200.1,5.2,Not Available,206.5,5.5,2024110041
12,2.0,2420.0,40.0,2001910.0,Children Pride Early Learning Center,ACS,Not Available,272.1,9.2,Not Available,224.6,8,2024200040
13,2.0,2516.0,51.0,2003301.0,Highbridge Advisory SRCC (Leased),ACS,Not Available,178.9,4.7,Not Available,186,5,2025160051
14,2.0,2696.0,30.0,2005346.0,Lutheran Social Services of NY (Leased),ACS,Not Available,106.9,2.8,Not Available,164.5,4.3,2026960030
15,2.0,2705.0,9.0,2005481.0,La Peninsula Head Start Program,ACS,Not Available,Not Available,Not Available,Not Available,149,3.9,2027050009
16,2.0,2738.0,35.0,2005938.0,Bridges Juvenile Center Intake and Admissions,ACS,Not Available,28.7,0.8,Not Available,8.1,0.2,2027380035
17,2.0,2837.0,11.0,2008017.0,Mid Bronx Early Childhood Center Inc. (Leased),ACS,Not Available,203.3,6.5,Not Available,210.9,6.7,2028370011
18,2.0,2861.0,129.0,2109470.0,Babove Worldwide Institute Inc.,ACS,Not Available,160.7,5.1,Not Available,123.2,4.3,2028610129
19,2.0,2877.0,522.0,2008966.0,Lutheran Social Services of NY (Leased),ACS,Not Available,272.9,7.2,Not Available,211.3,5.6,2028770522
20,2.0,2888.0,21.0,2009316.0,Labor Bathgate Day Care Center (Leased),ACS,Not Available,236.1,6.1,Not Available,184,4.9,2028880021
21,2.0,2939.0,90.0,2009866.0,East Tremont-Crotona Day Care Center (Leased),ACS,Not Available,150.2,5.1,Not Available,128.7,4.5,2029390090
22,2.0,3044.0,24.0,2011440.0,Trabajamos Community Head Start Inc. (Leased),ACS,Not Available,260.8,6.8,Not Available,256.9,6.8,2030440024
23,2.0,3089.0,24.0,2012517.0,Belmont Community Day Care Center (Leased),ACS,Not Available,204,5.3,Not Available,207.7,5.5,2030890024
24,2.0,3125.0,1.0,2013174.0,Cardinal Day Care Center #2 (Leased),ACS,Not Available,108.1,2.8,Not Available,118.7,3.1,2031250001
25,2.0,3178.0,32.0,2013953.0,Morris Day Care/Senior Center/Steven Soles Day Care Center (Leased),ACS,Not Available,195.2,5.2,Not Available,192.7,5.2,2031780032
26,2.0,3217.0,60.0,2014731.0,University Heights Day Care Center (Leased),ACS,Not Available,62.2,1.6,Not Available,47.3,1.2,2032170060
27,2.0,3732.0,39.0,2023653.0,H.G. Birch Watson Day Care Center (Leased),ACS,Not Available,131.4,3.5,Not Available,171.4,6.7,2037320039
28,2.0,3736.0,1.0,2023714.0,Tremont Crotona Day Care Center (Leased),ACS,Not Available,126.4,3.3,Not Available,172.6,4.6,2037360001
29,2.0,3748.0,15.0,2024083.0,Bronxdale Tenants League DDC Inc. (Leased),ACS,Not Available,103.3,2.8,Not Available,126.8,3.5,2037480015
30,2.0,4101.0,1.0,2044743.0,ACS Bronx Field Office (Leased),ACS,7,316.2,8.9,21,243.1,6.9,2041010001
31,2.0,4651.0,44.0,2057523.0,Williamsbridge NAACP Early EEC (Leased),ACS,Not Available,146.1,4,Not Available,122.2,3.4,2046510044
32,2.0,4829.0,6.0,2063070.0,North Bronx NCNW Community Development Center (Leased),ACS,Not Available,153.8,4,Not Available,163.7,4.3,2048290006
33,2.0,5713.0,87.0,2087522.0,Kingsbridge (Leased),ACS,100,0,0,84,102.7,3.5,2057130087
34,3.0,184.0,25.0,3000937.0,Strong Place for Hope DCC (Leased),ACS,Not Available,298.4,9,Not Available,256.2,7.5,3001840025
35,3.0,391.0,56.0,3006144.0,Sunset Bay Community Services Inc. (Leased),ACS,Not Available,118.5,3.2,Not Available,126.8,3.4,3003910056
36,3.0,552.0,5.0,3008517.0,P.A.L. Miccio Day Care Center (Leased),ACS,Not Available,194.9,5.1,Not Available,191.3,5.1,3005520005
37,3.0,947.0,54.0,3019440.0,Park Slope North Child Development Center Inc. (Leased),ACS,Not Available,209.8,7.2,Not Available,207.3,7.4,3009470054
38,3.0,1036.0,18.0,3023510.0,Shirley Chisolum #2 (Leased),ACS,Not Available,102.2,2.6,Not Available,143.7,4.9,3010360018
39,3.0,1224.0,45.0,3030896.0,Friends of Crown Heights #2 (Leased),ACS,Not Available,211.9,5.5,Not Available,214.2,5.7,3012240045
40,3.0,1230.0,44.0,3031082.0,Albany Day Care and Senior Center (Leased),ACS,Not Available,137.8,4,Not Available,151.1,4.5,3012300044
41,3.0,1235.0,58.0,3031302.0,United Interfaith Action Council of Brooklyn Inc. (Leased),ACS,Not Available,107.6,4.2,Not Available,94.3,3.5,3012350058
42,3.0,1240.0,56.0,3031515.0,Friends of Crown Heights Educational Center Inc. (Leased),ACS,Not Available,144.7,4.3,Not Available,167.9,4.8,3012400056
43,3.0,1246.0,1.0,3031845.0,Friends of Crown Heights Educational Center Inc. (Leased),ACS,Not Available,88.5,2.3,Not Available,82.8,2.2,3012460001
44,3.0,1253.0,7.0,3032188.0,Day Care Center (Leased),ACS,Not Available,105.1,2.8,Not Available,100.4,2.7,3012530007
45,3.0,1280.0,54.0,3033470.0,Friends of Crown Heights Educational Center Inc. (Leased),ACS,Not Available,141.5,3.7,Not Available,144.7,3.9,3012800054
46,3.0,1296.0,1.0,3034153.0,Friends of Crown Heights #3 (Leased),ACS,Not Available,215,6.7,Not Available,196.2,6.4,3012960001
47,3.0,1331.0,9.0,3035444.0,Mosdoth Day Care Center (Leased),ACS,Not Available,172.2,4.6,Not Available,155.5,4.2,3013310009
48,3.0,1361.0,66.0,3036100.0,Friends of Crown Heights Educational Center Inc. (Leased),ACS,Not Available,147.6,3.9,Not Available,151.2,4.1,3013610066
49,3.0,1420.0,51.0,3038317.0,All My Children Daycare and Nursery School (Leased),ACS,Not Available,177.2,4.6,Not Available,159.1,4.2,3014200051
50,3.0,1431.0,54.0,3038522.0,Shirley Chisolon Day Care Center (Leased),ACS,Not Available,114.6,3,Not Available,127.4,4.5,3014310054
51,3.0,1498.0,6.0,3040195.0,SCO Family of Services (Leased),ACS,Not Available,104.8,3.3,Not Available,107.4,3.5,3014980006
52,3.0,1520.0,51.0,3339185.0,Shirley Chisholm Day Care Center Inc. (Leased),ACS,Not Available,163.5,4.7,Not Available,168.4,5.1,3015200051
53,3.0,1538.0,46.0,3041852.0,Shirley Chisholm Day Care Center Inc. (Leased),ACS,Not Available,161.9,4.3,Not Available,145.4,3.9,3015380046
54,3.0,1624.0,1.0,3044209.0,Lutheran Social Services of NY (Leased),ACS,Not Available,160.6,4.3,Not Available,163.2,4.4,3016240001
55,3.0,2014.0,26.0,3057638.0,Young Minds Day Care Center (Leased),ACS,Not Available,202.7,5.4,Not Available,210.8,5.7,3020140026
56,3.0,2022.0,18.0,3057913.0,Administration Site (Leased),ACS,21,313.6,9.8,37,257.8,7.7,3020220018
57,3.0,2451.0,8.0,3063507.0,Nuestros Ninos Child Development (Leased),ACS,Not Available,149.2,4,Not Available,154,4.1,3024510008
58,3.0,3023.0,32.0,3070819.0,Bushwick Improvement Society Inc. (Leased),ACS,Not Available,138.4,3.6,Not Available,122.6,3.2,3030230032
59,3.0,3043.0,1.0,3070967.0,Bushwick United Housing Development Fund Corp (Leased),ACS,Not Available,75,2.2,Not Available,94.7,2.9,3030430001
60,3.0,3227.0,10.0,3073394.0,Bushwick United Housing Development Fund Corp (Leased),ACS,Not Available,131,3.4,Not Available,118.1,3.1,3032270010
61,3.0,3228.0,20.0,3073408.0,Bushwick United Housing Development Fund Corp (Leased),ACS,Not Available,135.1,4.4,Not Available,131.9,4.4,3032280020
62,3.0,3259.0,23.0,3074237.0,Grand Street Settlement Inc.(Leased),ACS,Not Available,196.7,5.3,Not Available,159.6,4.3,3032590023
63,3.0,3331.0,25.0,3076253.0,Lutheran Social Services of NY (Leased),ACS,Not Available,217,5.7,Not Available,195.6,5.3,3033310025
64,3.0,3362.0,55.0,3076869.0,New Life Child Care Center (Leased),ACS,Not Available,307.5,9.6,Not Available,364.9,13,3033620055
65,3.0,3433.0,5.0,3079655.0,Labor and Industry for Education Inc.,ACS,Not Available,122.3,3.3,Not Available,122.7,3.5,3034330005
66,3.0,3448.0,15.0,3080179.0,Labor and Industry for Education Inc. (Leased),ACS,Not Available,82,2.7,Not Available,83.2,2.8,3034480015
67,3.0,3498.0,8.0,3378202.0,Crossroads Juvenile Center,ACS,Not Available,152.8,4.6,Not Available,182.9,6,3034980008
68,3.0,3531.0,23.0,3081165.0,Friends of Crown Heights Educational Center Inc. (Leased),ACS,Not Available,124.1,3.6,Not Available,165.6,5,3035310023
69,3.0,3568.0,1.0,3326658.0,SCO Family of Services (Leased),ACS,Not Available,233.5,6.1,Not Available,170.4,4.5,3035680001
70,3.0,3803.0,46.0,3342526.0,University Settlement Society of New York Inc. (Leased),ACS,Not Available,173.2,4.5,Not Available,170,4.5,3038030046
71,3.0,3805.0,26.0,3084628.0,Police Athletic League Inc. (Leased),ACS,Not Available,162.3,4.3,Not Available,171.8,4.6,3038050026
72,3.0,3976.0,70.0,3088473.0,Friends of Crown Heights Educational Center Inc. (Leased),ACS,Not Available,149.1,3.9,Not Available,113.7,3,3039760070
73,3.0,4006.0,37.0,3089020.0,Friends of Crown Heights Educational Center Inc.(Leased),ACS,Not Available,158.2,4.1,Not Available,157.7,4.2,3040060037
74,3.0,4039.0,1.0,3089620.0,Urban Strategies Day Care Center (Leased),ACS,Not Available,179.4,4.6,Not Available,157.6,4.2,3040390001
75,3.0,4089.0,25.0,3090717.0,United Community Day Care Center Inc. (Leased),ACS,Not Available,294.6,9.9,Not Available,303.3,10.1,3040890025
76,3.0,4298.0,7.0,3096389.0,Friends of Crown Heights Educational Center Inc. (Leased),ACS,Not Available,128.3,4.3,Not Available,105.9,3.8,3042980007
77,3.0,4315.0,40.0,3097095.0,Friends of Crown Heights Educational Center Inc. (Leased),ACS,Not Available,210.1,5.5,Not Available,212.5,5.7,3043150040
78,3.0,4457.0,1.0,3098472.0,Friends of Crown Heights Educational Center Inc. (Leased),ACS,Not Available,184.3,6.3,Not Available,191.6,7.1,3044570001
79,3.0,5049.0,1.0,3115846.0,Episcopal Social Services of NY (Leased),ACS,Not Available,212.2,5.5,Not Available,109.5,2.9,3050490001
80,3.0,7065.0,1.0,3189617.0,YWCA of the City of New York (Leased),ACS,Not Available,161.2,4.8,Not Available,154.4,4.9,3070650001
81,4.0,386.0,7.0,4004679.0,Catholic Charities Neighborhood Services Inc. (Leased),ACS,Not Available,119.8,4,Not Available,115.6,3.8,4003860007
82,4.0,1669.0,38.0,4041534.0,SCO Family of Services (Leased),ACS,Not Available,218.1,5.8,Not Available,239.7,6.5,4016690038
83,4.0,1726.0,5.0,4042862.0,Episcopal Social Services of NY (Leased),ACS,Not Available,184.1,4.8,Not Available,171.5,4.5,4017260005
84,4.0,1749.0,7.0,4043525.0,The Child Center of NY Inc.(Leased),ACS,Not Available,158.9,4.2,Not Available,150.6,4,4017490007
85,4.0,10021.0,1.0,4214446.0,Clifford Glover Day Care Center Inc. (Leased),ACS,Not Available,146.3,3.8,Not Available,149.7,4,4100210001
86,4.0,10155.0,29.0,4216225.0,Dual Center ACS Administrative Site (Leased),ACS,74,179.4,5.1,28,214.4,6.3,4101550029
87,4.0,10193.0,1.0,4216947.0,All My Children Daycare and Nursery School (Leased),ACS,Not Available,136,3.7,Not Available,104.5,3.1,4101930001
88,4.0,10917.0,29.0,4233644.0,Charles R Drew Early Learning Center (Leased),ACS,Not Available,182.7,5,Not Available,179.6,4.9,4109170029
89,4.0,10941.0,206.0,4234212.0,Blanche Day Care Center,ACS,Not Available,162.8,5.6,Not Available,215,7.8,4109410206
90,4.0,12022.0,20.0,4260903.0,All My Children Daycare and Nursery School (Leased),ACS,Not Available,192.1,5.2,Not Available,167.1,4.5,4120220020
91,4.0,12039.0,44.0,4261337.0,Omega PSI PHI Fraternity NU-Omicron Chapter ECEC (Leased),ACS,Not Available,214.3,5.7,Not Available,214.8,5.8,4120390044
92,4.0,12062.0,51.0,4261925.0,Alpha Kappa Alpha Sorority Child Care Center (Leased),ACS,Not Available,144.5,3.7,Not Available,151.9,4,4120620051
93,4.0,12599.0,8.0,4271346.0,Babove Worldwide Institute Inc. (Leased),ACS,Not Available,137.5,5.4,Not Available,123.7,4.2,4125990008
94,5.0,174.0,6.0,5004830.0,Childrens Aide Society Inc.,ACS,Not Available,198.8,6.2,Not Available,158.6,4.8,5001740006
95,3.0,583.0,1.0,3008671.0,Board of Elections (Leased),BOENY,96,25.8,0.7,100,6,0.2,3005830001
96,3.0,239.0,16.0,3001939.0,Brooklyn Heights Branch and Business Library,BPL,Not Available,177.3,5.2,Not Available,137.9,4.6,3002390016
97,3.0,338.0,33.0,3004336.0,Carroll Gardens Branch Library,BPL,Not Available,129.2,4.2,Not Available,147.9,5.5,3003380033
98,3.0,798.0,34.0,3013507.0,Sunset Park Branch Library,BPL,Not Available,241.1,7.4,Not Available,240.6,7.7,3007980034
99,3.0,928.0,6.0,3018376.0,Pacific Branch Library,BPL,Not Available,185.8,5.7,Not Available,165.1,6.1,3009280006
100,3.0,1006.0,1.0,3022144.0,Park Slope Branch Library,BPL,Not Available,92.2,3.2,Not Available,189.5,6.7,3010060001
101,3.0,1183.0,2.0,3029665.0,Central Library and Learning Center,BPL,Not Available,187.3,5.5,Not Available,168.6,5.1,3011830002
102,3.0,1396.0,6.0,3037543.0,Eastern Parkway Branch Library and Learning Center,BPL,Not Available,240.3,7.9,Not Available,262.7,8.6,3013960006
103,4.0,9691.0,1.0,4207071.0,Queens Supreme Court,DCAS,74,191.4,6.5,81,161.4,5.6,4096910001
104,3.0,1498.0,35.0,3040218.0,Saratoga Branch Library,BPL,Not Available,233.8,6.9,Not Available,196.2,5.7,3014980035
105,3.0,1665.0,1.0,3046408.0,Macon Branch Library,BPL,Not Available,234.3,7.7,Not Available,248.4,8.3,3016650001
106,3.0,1997.0,32.0,3057384.0,Bedford Branch Library and Learning Center,BPL,Not Available,184.4,5.7,Not Available,171,5.7,3019970032
107,3.0,2189.0,1.0,3060090.0,Williamsburg Branch Library,BPL,Not Available,151.7,5.1,Not Available,134.8,4.9,3021890001
108,3.0,2762.0,21.0,3068818.0,Leonard Branch Library,BPL,Not Available,241.7,7.3,Not Available,176.7,5.7,3027620021
109,3.0,3098.0,19.0,3071470.0,Bushwick Branch Library,BPL,Not Available,190.3,5.7,Not Available,148.3,5.3,3030980019
110,3.0,3241.0,18.0,3073751.0,DeKalb Branch Library,BPL,Not Available,186,6,Not Available,171.1,5.9,3032410018
111,3.0,3489.0,150.0,3080669.0,Brownsville Branch Library,BPL,Not Available,202.8,6.1,Not Available,185.4,6,3034890150
112,3.0,3794.0,18.0,3084596.0,Stone Avenue Branch Library,BPL,Not Available,153.8,4.6,Not Available,197.2,6.9,3037940018
113,3.0,3923.0,52.0,3087001.0,Arlington Branch Library,BPL,Not Available,185.8,5.8,Not Available,173.5,5.9,3039230052
114,3.0,4090.0,1.0,3090726.0,New Lots Branch Library,BPL,Not Available,155.1,4.9,Not Available,234.8,7.3,3040900001
115,3.0,4717.0,38.0,3103597.0,East Flatbush Branch Library,BPL,Not Available,204.3,5.9,Not Available,179.8,5.6,3047170038
116,3.0,4791.0,46.0,3106505.0,Crown Heights Branch Library (Leased),BPL,Not Available,178,5,Not Available,165.1,5.1,3047910046
117,3.0,5086.0,15.0,3116706.0,Flatbush Branch Library and Learning Center,BPL,Not Available,245.3,8,Not Available,203.7,6.9,3050860015
118,3.0,5416.0,14.0,3127572.0,Kensington Branch Library,BPL,Not Available,102,3.2,Not Available,291,9.4,3054160014
119,3.0,5518.0,4.0,3132091.0,Mapleton Branch Library,BPL,Not Available,211.9,6.2,Not Available,231.5,7,3055180004
120,3.0,5598.0,48.0,3135907.0,Borough Park Branch Library,BPL,Not Available,123.8,3.2,Not Available,136.8,4.8,3055980048
121,3.0,5907.0,1.0,3147279.0,Bay Ridge Branch Library,BPL,Not Available,228.9,6.7,Not Available,206.3,6.2,3059070001
122,3.0,6302.0,36.0,3164019.0,Dyker Branch Library,BPL,Not Available,223.1,7.1,Not Available,189.8,5.9,3063020036
123,3.0,6343.0,64.0,3165745.0,New Utrecht Branch Library,BPL,Not Available,237,6.7,Not Available,236.8,7.1,3063430064
124,3.0,6709.0,54.0,3179706.0,Midwood Branch Library,BPL,Not Available,261.4,7.3,Not Available,218.6,6.3,3067090054
125,3.0,6783.0,68.0,3182576.0,Kings Highway Branch Library,BPL,Not Available,218.1,6.6,Not Available,226.2,7,3067830068
126,3.0,7019.0,43.0,3189001.0,Coney Island Branch Library and Learning Ctr.,BPL,Not Available,223.4,6.9,Not Available,219.1,6.8,3070190043
127,3.0,7405.0,920.0,3202630.0,Kings Bay Branch Library,BPL,Not Available,263.6,7.2,Not Available,262.7,7.8,3074050920
128,3.0,7868.0,39.0,3219626.0,Flatlands Branch Library,BPL,Not Available,237.8,7.1,Not Available,191.8,6.3,3078680039
129,3.0,8680.0,32.0,3245028.0,Brighton Beach Branch Library,BPL,Not Available,263.6,7.7,Not Available,283,9.7,3086800032
130,1.0,16.0,10.0,1084594.0,Museum of Jewish Heritage,CIG,Not Available,461.8,12,Not Available,446.9,11.8,1000160010
131,1.0,34.0,37.0,1000866.0,Police Museum,CIG,Not Available,246.3,8,Not Available,18.1,0.5,1000340037
132,1.0,544.0,16.0,1008774.0,The Public Theater,CIG,Not Available,349.8,9.1,Not Available,625.7,19.5,1005440016
133,1.0,1008.0,15.0,1023391.0,New York City Center Campus: New York City Center,CIG,Not Available,142.6,6,Not Available,180.5,6.6,1010080015
134,1.0,1009.0,1.0,1023449.0,Carnegie Hall,CIG,Not Available,236.1,9.2,Not Available,302.2,10.2,1010090001
135,1.0,1111.0,1.0,1083810.0,Metropolitan Museum of Art,CIG,Not Available,482.1,19.4,Not Available,522.2,18.9,1011110001
136,1.0,1130.0,1.0,1083846.0,American Museum of Natural History,CIG,Not Available,326.5,12.8,Not Available,341.3,12.3,1011300001
137,1.0,1134.0,1.0,1081022.0,David H. Koch Theater (Leased),CIG,Not Available,326.8,14.6,Not Available,367.6,14.8,1011340001
138,1.0,1134.0,1.0,1081023.0,Lincoln Center Campus: Avery Fisher Hall,CIG,Not Available,11.1,0.5,Not Available,10.1,0.3,1011340001
139,2.0,5937.0,440.0,2117850.0,Wave Hill Campus: Glyndor House,CIG,Not Available,45.4,1.6,Not Available,90,3.7,2059370440
140,1.0,1134.0,1.0,1081022.0,Lincoln Center Campus: Metropolitan Opera House,CIG,Not Available,11.1,0.5,Not Available,10.1,0.3,1011340001
141,4.0,10093.0,1.0,4438731.0,Queens Family Court,DCAS,39,289.1,8.7,37,280.9,8.5,4100930001
142,1.0,1137.0,1.0,1000000.0,Lincoln Center Campus: Lincoln Center Garage (Rose Building) (Leased),CIG,Not Available,11.1,0.5,Not Available,10.1,0.3,1011370001
143,1.0,1137.0,1.0,1000000.0,Lincoln Center Campus: Lincoln Center Garage / Plaza,CIG,Not Available,11.1,0.5,Not Available,10.1,0.3,1011370001
144,1.0,1137.0,7501.0,1077844.0,Lincoln Center Campus: Samuel B. & David Rose Building,CIG,Not Available,11.1,0.5,Not Available,10.1,0.3,1011377501
145,1.0,1570.0,29.0,1050735.0,Metropolitan Museum of Art Storage,CIG,1,499.3,16.5,1,551.9,19.4,1015700029
146,1.0,1609.0,1.0,1074157.0,Museum of the City of New York,CIG,Not Available,240.3,8,Not Available,312.2,9.7,1016090001
147,1.0,1610.0,1.0,1051499.0,El Museo Del Barrio,CIG,Not Available,412,10.7,Not Available,401.8,10.6,1016100001
148,1.0,1909.0,9.0,1057819.0,The Studio Museum in Harlem (Leased),CIG,Not Available,271,7,Not Available,339,9,1019090009
149,1.0,2179.0,701.0,1064383.0,"The Cloisters, Fort Tryon Park and MET (Leased)",CIG,Not Available,312.2,8.1,Not Available,412.3,10.9,1021790701
150,2.0,2462.0,1.0,2002826.0,Bronx Museum of the Arts,CIG,Not Available,355.1,11.4,Not Available,326.2,10.7,2024620001
151,2.0,3120.0,20.0,2123911.0,Bronx Zoo Campus: Administration East,CIG,Not Available,654.4,32.8,Not Available,713.9,36,2031200020
152,2.0,3120.0,20.0,2123911.0,Bronx Zoo Campus: Administration West,CIG,Not Available,654.4,32.8,Not Available,713.9,36,2031200020
153,2.0,3120.0,20.0,2123911.0,Bronx Zoo Campus: Aquatic Bird House,CIG,Not Available,654.4,32.8,Not Available,713.9,36,2031200020
154,2.0,3120.0,20.0,2123911.0,Bronx Zoo Campus: Bronx Zoo Store,CIG,Not Available,654.4,32.8,Not Available,713.9,36,2031200020
155,2.0,3120.0,20.0,2123911.0,Bronx Zoo Campus: Center for Global Conservation,CIG,Not Available,654.4,32.8,Not Available,713.9,36,2031200020
156,2.0,3120.0,20.0,2123911.0,Bronx Zoo Campus: Congo Gorilla Forest,CIG,Not Available,654.4,32.8,Not Available,713.9,36,2031200020
157,2.0,3120.0,20.0,2123911.0,Bronx Zoo Campus: Dancing Crane,CIG,Not Available,654.4,32.8,Not Available,713.9,36,2031200020
158,2.0,3120.0,20.0,2123911.0,Bronx Zoo Campus: Farm Apartments,CIG,Not Available,654.4,32.8,Not Available,713.9,36,2031200020
159,2.0,3120.0,20.0,2123911.0,Bronx Zoo Campus: Heads & Horns,CIG,Not Available,654.4,32.8,Not Available,713.9,36,2031200020
160,2.0,3120.0,20.0,2123911.0,Bronx Zoo Campus: Jungle World,CIG,Not Available,654.4,32.8,Not Available,713.9,36,2031200020
161,2.0,3120.0,20.0,2123911.0,Bronx Zoo Campus: Madagascar (Old Lion House),CIG,Not Available,654.4,32.8,Not Available,713.9,36,2031200020
162,2.0,3120.0,20.0,2123911.0,Bronx Zoo Campus: Monkey House,CIG,Not Available,654.4,32.8,Not Available,713.9,36,2031200020
163,2.0,3120.0,20.0,2123911.0,Bronx Zoo Campus: Mouse House,CIG,Not Available,654.4,32.8,Not Available,713.9,36,2031200020
164,2.0,3120.0,20.0,2123911.0,Bronx Zoo Campus: Reptile House,CIG,Not Available,654.4,32.8,Not Available,713.9,36,2031200020
165,2.0,3120.0,20.0,2123911.0,Bronx Zoo Campus: Sea Lion Exhibit,CIG,Not Available,654.4,32.8,Not Available,713.9,36,2031200020
166,2.0,3120.0,20.0,2123911.0,Bronx Zoo Campus: Seabird Aviary (Aitken),CIG,Not Available,654.4,32.8,Not Available,713.9,36,2031200020
167,2.0,3120.0,20.0,2123911.0,"Bronx Zoo Campus: Shelter Bldg (Elephant, Rhino, Tiger)",CIG,Not Available,654.4,32.8,Not Available,713.9,36,2031200020
168,2.0,3120.0,20.0,2123911.0,Bronx Zoo Campus: TOPS,CIG,Not Available,654.4,32.8,Not Available,713.9,36,2031200020
169,2.0,3120.0,20.0,2123911.0,Bronx Zoo Campus: Wildlife Health Center,CIG,Not Available,654.4,32.8,Not Available,713.9,36,2031200020
170,2.0,3120.0,20.0,2123911.0,Bronx Zoo Campus: World of Birds,CIG,Not Available,654.4,32.8,Not Available,713.9,36,2031200020
171,2.0,3120.0,20.0,2123911.0,Bronx Zoo Campus: Zoo Center,CIG,Not Available,654.4,32.8,Not Available,713.9,36,2031200020
172,2.0,3272.0,1.0,2820080.0,New York Botanical Garden Campus: Charles B. Harding Laboratory Building,CIG,Not Available,121.3,3.7,Not Available,381,12.8,2032720001
173,2.0,3272.0,1.0,2113012.0,New York Botanical Garden Campus: Enid A. Haupt Conservatory,CIG,Not Available,121.3,3.7,Not Available,381,12.8,2032720001
174,2.0,3272.0,1.0,2113012.0,New York Botanical Garden Campus: Garden Cafe & Terrace Room,CIG,Not Available,121.3,3.7,Not Available,381,12.8,2032720001
175,2.0,3272.0,1.0,2113265.0,New York Botanical Garden Campus: Harriet Barnes Pratt Library Wing,CIG,Not Available,121.3,3.7,Not Available,381,12.8,2032720001
176,2.0,3272.0,1.0,2113265.0,New York Botanical Garden Campus: International Plant Science Center,CIG,Not Available,121.3,3.7,Not Available,381,12.8,2032720001
177,2.0,3272.0,1.0,2113265.0,New York Botanical Garden Campus: Jeannette Kittredge Watson Science and Education Building,CIG,Not Available,121.3,3.7,Not Available,381,12.8,2032720001
178,2.0,3272.0,1.0,2113265.0,New York Botanical Garden Campus: LuEsther T. Mertz Library (Museum Building),CIG,Not Available,121.3,3.7,Not Available,381,12.8,2032720001
179,2.0,3272.0,1.0,2113265.0,New York Botanical Garden Campus: Pfizer Plant Research Laboratory,CIG,Not Available,121.3,3.7,Not Available,381,12.8,2032720001
180,2.0,3273.0,1.0,2823840.0,New York Botanical Garden Campus: Stone Mill,CIG,Not Available,121.3,3.7,Not Available,381,12.8,2032730001
181,2.0,3273.0,122.0,2094718.0,NYBG: Warehouse Upper and Lower,CIG,Not Available,121.3,3.7,1,419.1,12.1,2032730122
182,2.0,4336.0,1.0,2115623.0,New York Botanical Garden Campus: Nolen Glasshouses,CIG,Not Available,121.3,3.7,Not Available,381,12.8,2043360001
183,2.0,4336.0,1.0,2115623.0,New York Botanical Garden Campus: Operations Garage/Storage Building,CIG,Not Available,121.3,3.7,Not Available,381,12.8,2043360001
184,2.0,4336.0,1.0,2115623.0,New York Botanical Garden Campus: Operations Multi-Purpose Building,CIG,Not Available,121.3,3.7,Not Available,381,12.8,2043360001
185,2.0,5937.0,440.0,2101020.0,Wave Hill Campus: Wave Hill House,CIG,Not Available,45.4,1.6,Not Available,90,3.7,2059370440
186,2.0,5937.0,440.0,2101020.0,Wave Hill Campus: Wave Hill Museum Building,CIG,Not Available,45.4,1.6,Not Available,90,3.7,2059370440
187,3.0,1183.0,1.0,3337842.0,Brooklyn Botanical Garden Campus: Brooklyn Botanical Garden Administrative Building,CIG,Not Available,227.8,8.5,Not Available,362.3,13.4,3011830001
188,3.0,1183.0,1.0,3337842.0,Brooklyn Botanical Garden Campus: Brooklyn Botanical Garden Conservatory,CIG,Not Available,227.8,8.5,Not Available,362.3,13.4,3011830001
