,Borough,Block,Lot,BIN, Building,Agency,2010 Score *,2010Source EUI (kBtu/ft²)*,2010 GHG Emissions Intensity (kgCO2e/ft²)*,2014 Score *,2014 Source EUI (kBtu/ft²)*,2014 GHG Emissions Intensity (kgCO2e/ft²)*,BBL
1924,5.0,6796.0,44.0,5083311.0,R003,DOE,31,127.8,5.9,61,116.7,5.6,5067960044
1925,5.0,7044.0,1.0,5128148.0,R056,DOE,4,237.1,7.9,19,182.5,6.6,5070440001
1926,5.0,7315.0,7.0,5086781.0,"R025 within (R025, R910)",DOE,98,120.7,4.2,98,127.4,4.7,5073150007
1927,5.0,7664.0,1.0,5123970.0,R825,DOE,99,33.3,2.4,100,30.9,2.3,5076640001
1928,5.0,7760.0,1.0,5131697.0,R006,DOE,17,192.1,5.6,35,198.2,6.4,5077600001
1929,5.0,7894.0,1.0,5088090.0,R034,DOE,61,105.6,5.8,50,117.2,6.5,5078940001
1930,5.0,7898.0,1.0,5107854.0,"R001 within (R001, R802)",DOE,62,131.5,4.7,67,116.4,5,5078980001
1931,5.0,7898.0,1.0,5107854.0,"R802 within (R001, R802)",DOE,62,131.5,4.7,67,116.4,5,5078980001
1932,4.0,9993.0,3.0,4439745.0,Queens Business Center (Leased),DOF,89,130.7,3.7,92,116.7,3.6,4099930003
1933,1.0,724.0,82.0,1012830.0,Chelsea Health Center,DOHMH,Not Available,321.7,11.3,Not Available,268.4,9.9,1007240082
1934,1.0,932.0,17.0,1020610.0,Public Health Laboratory,DOHMH,Not Available,905.7,46.1,Not Available,915.1,38.3,1009320017
1935,1.0,1640.0,147.0,1052229.0,East Harlem Health Center,DOHMH,Not Available,146.3,5.5,Not Available,98.6,4.2,1016400147
1936,1.0,1681.0,37.0,1052845.0,Animal Shelter - Manhattan,DOHMH,Not Available,687.5,20.9,Not Available,686.2,23.5,1016810037
1937,1.0,1734.0,34.0,1053900.0,Central Harlem Health Center,DOHMH,Not Available,170,5.9,Not Available,174,6.5,1017340034
1938,1.0,1983.0,3.0,1059720.0,Manhattanville Health Center,DOHMH,Not Available,124.2,4.8,Not Available,141.1,5.7,1019830003
1939,1.0,2138.0,24.0,1063379.0,Washington Heights Health Center,DOHMH,Not Available,615.7,34.1,Not Available,468.1,20.2,1021380024
1940,2.0,2925.0,80.0,2009620.0,Morrisania Health Center,DOHMH,Not Available,296.8,9.8,Not Available,286.9,10,2029250080
1941,2.0,2945.0,18.0,2009891.0,Tremont Health Center,DOHMH,Not Available,263.1,8.5,Not Available,235.8,8,2029450018
1942,3.0,1365.0,9.0,3036147.0,Crown Heights Health Center,DOHMH,Not Available,204.7,6.6,Not Available,225.5,7.4,3013650009
1943,3.0,1826.0,1.0,3051782.0,Bedford Health Center,DOHMH,Not Available,355.5,10.9,Not Available,312.9,9.9,3018260001
1944,3.0,2079.0,21.0,3058406.0,Fort Greene Health Center,DOHMH,Not Available,207.6,9.3,Not Available,199.7,9,3020790021
1945,3.0,2788.0,33.0,3069604.0,Williamsburg Health Center,DOHMH,Not Available,81.4,3.5,Not Available,147.1,6.3,3027880033
1946,3.0,3324.0,1.0,3076115.0,Bushwick Health Center,DOHMH,Not Available,221.1,7.6,Not Available,179.2,6.4,3033240001
1947,3.0,3559.0,11.0,3081765.0,Brownsville Health Center,DOHMH,Not Available,275.3,10.1,Not Available,313.3,11.7,3035590011
1948,3.0,4363.0,1.0,3097756.0,Animal Shelter - Brooklyn,DOHMH,Not Available,507.6,18.1,Not Available,598,22.4,3043630001
1949,3.0,6821.0,142.0,3184035.0,Homecrest Health Center,DOHMH,Not Available,160.7,5.8,Not Available,121.9,4.9,3068210142
1950,4.0,518.0,30.0,4005758.0,Astoria Health Center,DOHMH,Not Available,150.5,5.9,Not Available,139.3,5.6,4005180030
1951,4.0,791.0,16.0,4015250.0,Prison Health Warehouse,DOHMH,2,172.7,6.1,1,227.1,7.8,4007910016
1952,4.0,1729.0,27.0,4042887.0,Corona Health Center,DOHMH,Not Available,464.4,15.8,Not Available,403.2,14.5,4017290027
1953,4.0,9756.0,6.0,4208836.0,Jamaica Health Center Main,DOHMH,Not Available,220.1,6.9,Not Available,248.1,9.1,4097560006
1954,5.0,9.0,9.0,5000089.0,Richmond Health Center,DOHMH,Not Available,126,5.3,Not Available,118.1,5.3,5000090009
1955,3.0,132.0,1.0,3000246.0,Technology Center (Leased),DOITT,Not Available,Not Available,Not Available,1,1278.7,33.8,3001320001
1956,5.0,7315.0,82.0,5000000.0,DoITT Facility,DOITT,Not Available,40.1,1,Not Available,38.9,1,5073150082
1957,5.0,503.0,32.0,5013302.0,Department of Probation Offices (Leased),DOP,42,192.5,6.2,40,194.1,7.1,5005030032
1958,1.0,2.0,1.0,1085792.0,Staten Island Ferry Terminal (Whitehall),DOT,Not Available,323.9,8.4,Not Available,488.4,16.2,1000020001
1959,1.0,410.0,38.0,1005326.0,Delancey Street Parking Garage,DOT,Not Available,40.2,1,Not Available,39.3,1,1004100038
1960,1.0,1434.0,1.0,1044193.0,Queensborough Bridge Ramp,DOT,Not Available,247,13.2,Not Available,260.9,10.8,1014340001
1961,1.0,2134.0,218.0,1087614.0,Storage Yard,DOT,Not Available,13.3,0.4,Not Available,42.2,1.1,1021340218
1962,1.0,2186.0,9.0,1081892.0,Harlem River Bridge Shop,DOT,Not Available,186.1,6.1,Not Available,125.1,4.1,1021860009
1963,2.0,2331.0,22.0,2000927.0,Parking Garage,DOT,Not Available,35.8,0.9,Not Available,35.8,0.9,2023310022
1964,2.0,3030.0,6.0,2100288.0,"BX Borough Engineering, BX Sign Shop",DOT,Not Available,142.6,5.6,Not Available,121.2,4.4,2030300006
1965,2.0,3030.0,28.0,2011136.0,Fleet Services Maintenance and Repair,DOT,Not Available,208.6,6.6,Not Available,277.2,8.8,2030300028
1966,2.0,3189.0,9.0,2014125.0,Parking Garage,DOT,Not Available,16.2,0.4,Not Available,13.8,0.4,2031890009
1967,2.0,3328.0,10.0,2017791.0,Parking Garage,DOT,Not Available,8.8,0.2,Not Available,8.7,0.2,2033280010
1968,2.0,4074.0,1.0,2044091.0,DOT Bronx Borough Commissioners Office,DOT,87,119.9,3.6,84,125.9,4.3,2040740001
1969,3.0,0.0,0.0,3000000.0,Clay Street Storage,DOT,12,111.9,2.9,22,92.4,2.4,3000000000
1970,3.0,0.0,0.0,3336609.0,Offices and Storage,DOT,50,173.7,4.5,99,57.5,1.5,3000000000
1971,3.0,39.0,1.0,3000089.0,Bridges ERB Iron Shop,DOT,35,88.4,2.9,44,79.7,2.4,3000390001
1972,3.0,625.0,2.0,3817544.0,Hamilton Ave Asphalt Plant,DOT,Not Available,3777.6,187.2,Not Available,4309.9,211.9,3006250002
1973,3.0,635.0,100.0,3009123.0,Brooklyn Sign Shop Sunset Industrial Park (Leased),DOT,Not Available,24.3,1,Not Available,29.2,1.3,3006350100
1974,3.0,2453.0,1.0,3335960.0,Williamsburg Bridge Repair Shops,DOT,Not Available,229.4,10.4,Not Available,245.2,12.3,3024530001
1975,3.0,2454.0,1.0,3335965.0,Offices,DOT,64,143.9,3.7,50,165.6,4.4,3024540001
1976,3.0,2454.0,1.0,3335964.0,Williamsburg Bridge Lighting and Shop,DOT,Not Available,68.3,2.3,Not Available,70.3,2.5,3024540001
1977,3.0,6036.0,1.0,3153196.0,Bay Ridge Municipal Garage,DOT,Not Available,76,2,Not Available,78.1,2.1,3060360001
1978,3.0,8012.0,400.0,3325350.0,"Fleet Services, BK Street Maintenance",DOT,Not Available,64.3,2.7,Not Available,45,1.7,3080120400
1979,4.0,24.0,7.0,4000025.0,44th Dr Garage - South Building,DOT,Not Available,56,2.1,Not Available,131.5,5.2,4000240007
1980,4.0,83.0,18.0,4000699.0,Court Square Garage,DOT,Not Available,37.5,1,Not Available,34.1,0.9,4000830018
1981,4.0,417.0,2.0,4005022.0,Office,DOT,66,213.5,5.5,53,247,6.5,4004170002
1982,4.0,1790.0,1.0,4444576.0,North Fleet Depot (Harper St. Yard Facility),DOT,Not Available,235.6,8.8,Not Available,265.2,10.6,4017900001
1983,4.0,1791.0,52.0,4311982.0,DOT Asphalt Plant,DOT,Not Available,4528.4,219.7,Not Available,6625.7,330.4,4017910052
1984,4.0,2675.0,15.0,4059838.0,Maspeth Central Shops,DOT,Not Available,183.7,8.2,Not Available,155.2,7.1,4026750015
1985,4.0,3886.0,558.0,4095043.0,DOT Maintenance Shop,DOT,Not Available,114.5,4.1,Not Available,138.8,4.2,4038860558
1986,4.0,9657.0,1.0,4206524.0,Queens Borough Hall Parking Garage,DOT,Not Available,17.4,0.5,Not Available,14.2,0.4,4096570001
1987,4.0,11368.0,20.0,4539787.0,Maintenance Facility (Sunrise Yard),DOT,Not Available,238.8,9.6,Not Available,146,5.7,4113680020
1988,5.0,1.0,70.0,5132949.0,Ferry Maintenance Shop,DOT,Not Available,3789.2,267.5,Not Available,244.5,8.4,5000010070
1989,5.0,185.0,203.0,5816091.0,St. George Ferry Terminal,DOT,Not Available,850.4,27.6,Not Available,739.5,24.7,5001850203
1990,5.0,185.0,501.0,5005110.0,1893 Richmond Terrace (Leased),DOT,Not Available,158.7,6.3,Not Available,166,6.8,5001850501
1991,5.0,215.0,100.0,5104536.0,5 Dubois Ave,DOT,Not Available,144,5.6,Not Available,175.1,7.4,5002150100
1992,5.0,489.0,48.0,5013187.0,DOT Sign Shop,DOT,Not Available,94.9,3.9,Not Available,109.9,4.9,5004890048
1993,1.0,111.0,160.0,1083357.0,Alfred E. Smith Recreation Center,DPR,Not Available,658.7,38.8,Not Available,569.8,27.8,1001110160
1994,1.0,340.0,1.0,1081932.0,Hamilton Fish Recreation Center,DPR,Not Available,309.6,10.2,Not Available,252.5,8.8,1003400001
1995,1.0,582.0,50.0,1009772.0,Tony Dapolito Recreation Center,DPR,Not Available,288.8,10.8,Not Available,289,14.1,1005820050
1996,1.0,722.0,57.0,1012811.0,Chelsea Recreation Center,DPR,Not Available,311.3,10,Not Available,315,10.1,1007220057
1997,1.0,981.0,2.0,1022552.0,Asser Levy Recreation Center and Pool,DPR,Not Available,227.9,5.9,Not Available,342.3,16.4,1009810002
1998,1.0,1111.0,1.0,1083811.0,Arsenal Building,DPR,1,659.6,40,20,295.1,12.3,1011110001
1999,1.0,1111.0,1.0,1083839.0,Central Park Lasker Rink and Pool,DPR,Not Available,2718.5,70.4,Not Available,2170.2,68,1011110001
2000,1.0,1111.0,1.0,1088762.0,Central Park Shop and Garage,DPR,Not Available,104.9,3,Not Available,205.7,10.7,1011110001
2001,1.0,1111.0,1.0,1083837.0,CPC 79th St Maintenance Yard,DPR,Not Available,282.6,7.3,Not Available,303.8,9.4,1011110001
2002,1.0,1111.0,1.0,1083840.0,North Meadow Recreation Center,DPR,Not Available,172.7,4.5,Not Available,351.1,17.5,1011110001
2003,1.0,1111.0,1.0,1000000.0,Wollman Rink,DPR,Not Available,2132.3,61.2,Not Available,2288.9,66.5,1011110001
2004,1.0,1151.0,15.0,1086545.0,Recreation Center 59,DPR,Not Available,53.2,1.4,Not Available,427,15.6,1011510015
2005,1.0,1346.0,32.0,1039840.0,Recreation Center 54,DPR,Not Available,243.2,6.3,Not Available,389.3,17.1,1013460032
2006,1.0,1488.0,17.0,1046409.0,"John Jay Park, Pool and Comfort Station",DPR,Not Available,109.8,3,Not Available,166,6.6,1014880017
2007,1.0,1587.0,1.0,1085696.0,Asphalt Green Recreation Facility,DPR,Not Available,925,28.3,Not Available,876.9,27.4,1015870001
2008,1.0,1592.0,1.0,1076334.0,Gracie Mansion,DPR,Not Available,613.2,20.6,Not Available,657.8,22.3,1015920001
2009,1.0,1705.0,1.0,1085632.0,Thomas Jefferson Recreation Center,DPR,Not Available,322.7,11.3,Not Available,265.1,9.5,1017050001
2010,1.0,1719.0,1.0,1083971.0,Marcus Garvey Park Pool,DPR,Not Available,112.7,4.2,Not Available,168,5.8,1017190001
2011,1.0,1719.0,1.0,1083967.0,Pelham Fritz Recreation Center,DPR,Not Available,143.3,3.7,Not Available,325,16.8,1017190001
2012,1.0,1730.0,55.0,1081456.0,Hansborough Pool and Recreation Center,DPR,Not Available,104.6,2.7,Not Available,281.6,15.3,1017300055
2013,1.0,1819.0,203.0,1089646.0,Five-Boro Technical Services Building,DPR,Not Available,230.6,6,Not Available,288.6,14.8,1018190203
2014,1.0,1819.0,203.0,1085920.0,Icahn Stadium,DPR,Not Available,449.9,12.1,Not Available,456.5,12.8,1018190203
2015,1.0,2052.0,1.0,1084164.0,Jackie Robinson Park Pool and Rec Center,DPR,Not Available,174.7,4.5,Not Available,245.4,13.1,1020520001
2016,1.0,2106.0,1.0,1063172.0,Highbridge Recreation Center,DPR,Not Available,299.8,12,Not Available,222.8,8.4,1021060001
2017,1.0,2139.0,404.0,1063445.0,J Hood Wright Park Recreation Center,DPR,Not Available,82.3,2.1,Not Available,139.1,4.8,1021390404
2018,2.0,2494.0,1.0,2003021.0,Mullaly Park Rink and Rec Center,DPR,Not Available,219.4,7.1,Not Available,165.5,5.8,2024940001
2019,2.0,2557.0,1.0,2003692.0,St. Mary's Recreation Center and Indoor Pool,DPR,Not Available,300.1,11.5,Not Available,212.5,8.6,2025570001
2020,2.0,2763.0,1.0,2109472.0,Hunt's Point Recreation Center,DPR,Not Available,289.6,9.9,Not Available,235.5,9.3,2027630001
2021,2.0,2788.0,1.0,2000000.0,Claremont Park Pool,DPR,Not Available,43.9,1.1,Not Available,33.9,0.9,2027880001
2022,2.0,2872.0,126.0,2824716.0,West Bronx Recreation Center,DPR,Not Available,168,5.8,Not Available,165,5.8,2028720126
2023,2.0,2941.0,101.0,2114529.0,Crotona Park Pool and Bathhouse,DPR,Not Available,195.2,6.9,Not Available,245.2,8.8,2029410101
2024,2.0,3176.0,1.0,2118325.0,St. James Park Recreation Center,DPR,Not Available,83.5,3.5,Not Available,94.7,3.9,2031760001
2025,2.0,3257.0,111.0,2015788.0,Kingsbridge Recreation Center,DPR,Not Available,143.8,3.8,Not Available,219.7,7.6,2032570111
2026,2.0,4333.0,1.0,2101004.0,Bronx Parks Headquarters and Shops - Ranaqua,DPR,33,278.3,11.3,44,247.2,10.3,2043330001
2027,2.0,5650.0,1.0,2097423.0,Orchard Beach Administration Building,DPR,1,408.4,12.4,2,387.8,12.1,2056500001
2028,2.0,5900.0,50.0,2112805.0,Arthur Ross Nursery,DPR,Not Available,91.2,2.4,Not Available,330.9,21.7,2059000050
2029,2.0,5900.0,9999.0,2000000.0,Van Cortlandt Park Pool,DPR,Not Available,70.5,1.8,Not Available,102.8,2.7,2059009999
2030,3.0,582.0,1.0,3008670.0,Red Hook Recreation Center,DPR,Not Available,238.8,6.2,Not Available,389,18.6,3005820001
2031,3.0,921.0,1.0,3337407.0,Sunset Park Recreation Center and Pool House,DPR,Not Available,443.8,16.3,Not Available,437.8,17.4,3009210001
2032,3.0,1117.0,1.0,3339260.0,Litchfield Villa,DPR,Not Available,184.4,4.8,22,335.5,17.2,3011170001
2033,3.0,1117.0,1.0,3347244.0,Prospect Park Maintenance Facility,DPR,Not Available,128.1,3.3,Not Available,316.4,16.4,3011170001
2034,3.0,1117.0,1.0,3339261.0,Prospect Park Zoo,DPR,Not Available,579.7,15.4,Not Available,574,15.3,3011170001
2035,3.0,1353.0,1.0,3393257.0,St. Johns Recreation Center,DPR,Not Available,434.9,17,Not Available,309.8,12.7,3013530001
2036,3.0,1779.0,27.0,3255870.0,Kosciusko Pool House,DPR,Not Available,194.3,6,Not Available,255.6,9.2,3017790027
2037,3.0,2366.0,4.0,3062457.0,Metropolitan Pool and Fitness Center,DPR,Not Available,302.7,9,Not Available,320,11.9,3023660004
2038,3.0,2687.0,1.0,3338037.0,McCarren Park Recreation Center,DPR,Not Available,8,0.2,Not Available,774.2,26.7,3026870001
2039,3.0,3570.0,1.0,3081931.0,Betsy Head Pool House,DPR,Not Available,175.3,4.5,Not Available,354.4,21.1,3035700001
2040,3.0,3868.0,2.0,3085992.0,Brownsville Recreation Center,DPR,Not Available,154.6,5.3,Not Available,204.6,7,3038680002
2041,3.0,7069.0,14.0,3329347.0,Poseidon Playground Maintenance Building,DPR,Not Available,116.8,3,Not Available,109.1,2.9,3070690014
2042,3.0,7073.0,101.0,3341513.0,Abe Stark Ice Rink,DPR,Not Available,405.2,13.5,Not Available,376.2,13.7,3070730101
2043,4.0,898.0,1.0,4532001.0,Astoria Park Pool House,DPR,Not Available,121.3,3.2,Not Available,128.1,3.4,4008980001
2044,4.0,1722.0,12.0,4042761.0,Louis Armstrong Recreation Center,DPR,Not Available,173.5,5.5,Not Available,241.3,7.8,4017220012
2045,4.0,1789.0,65.0,4000000.0,Worlds Fair Marina,DPR,Not Available,305.7,7.9,Not Available,340,9,4017890065
2046,4.0,2018.0,1.0,4854761.0,Al Oerter Recreation Center,DPR,Not Available,376,11.3,Not Available,398.8,13.3,4020180001
2047,4.0,2018.0,1.0,4462167.0,Flushing Meadows Corona Park Campus: FMCP Aquatic Center,DPR,Not Available,423.3,14.1,Not Available,439.1,14.9,4020180001
2048,4.0,2018.0,500.0,4865518.0,Olmsted Center,DPR,30,284.1,8.8,10,373.8,11.6,4020180500
2049,4.0,2077.0,50.0,4050408.0,Lost Battalion Hall Recreation Center,DPR,Not Available,135,4.6,Not Available,165.4,6.2,4020770050
2050,4.0,3866.0,70.0,4439147.0,Forest Park DPR Shops,DPR,Not Available,71.5,2.1,Not Available,106.2,3.8,4038660070
2051,4.0,7290.0,1.0,4156608.0,Cunningham Park Maintenance Building,DPR,Not Available,339.9,15.4,Not Available,378.2,17.5,4072900001
2052,4.0,12406.0,180.0,4268835.0,Roy Wilkins Recreation Center,DPR,Not Available,230.4,7.8,Not Available,270.6,10.3,4124060180
2053,4.0,15560.0,50.0,4298254.0,Sorrentino Recreation Center,DPR,Not Available,58.8,1.5,Not Available,143.7,7.6,4155600050
2054,5.0,319.0,1.0,5112422.0,Clove Lake Garage and Shops,DPR,Not Available,206.1,7.7,Not Available,325.6,15,5003190001
2055,5.0,319.0,1.0,5112428.0,Staten Island War Memorial Ice Rink,DPR,Not Available,1383,50.7,Not Available,660.4,19.8,5003190001
2056,5.0,487.0,112.0,5106798.0,Lyons Pool and Recreation Center,DPR,Not Available,181.9,6.4,Not Available,272.1,10.8,5004870112
2057,5.0,939.0,1.0,5112436.0,Greenbelt Conservancy Headquarters,DPR,Not Available,57.4,1.5,Not Available,112.2,5.7,5009390001
2058,5.0,2610.0,27.0,5127019.0,Greenbelt Native Plant Center,DPR,Not Available,408.8,18.2,Not Available,428.7,19.6,5026100027
2059,1.0,29.0,73.0,1000850.0,Administrative Offices,DSNY,36,273.1,9.1,61,206,7.8,1000290073
2060,1.0,241.0,13.0,1078939.0,Manhattan 3 District Garage,DSNY,Not Available,371,15.4,Not Available,399.4,17.4,1002410013
2061,1.0,274.0,6.0,1079605.0,Print Shop and Storage,DSNY,81,38.9,1.4,87,33.2,1.3,1002740006
2062,1.0,275.0,3.0,1079607.0,Manhattan 3B Garage,DSNY,Not Available,45.5,1.4,Not Available,45.1,1.4,1002750003
2063,1.0,670.0,50.0,1012267.0,Manhattan Borough Repair Shop,DSNY,Not Available,87,2.8,Not Available,226.2,7.4,1006700050
2064,1.0,675.0,39.0,1012275.0,Manhattan 6 District Garage (Leased),DSNY,Not Available,508.1,20.3,Not Available,579.8,24.4,1006750039
2065,1.0,676.0,3.0,1085462.0,Manhattan 6 Vehicle Storage and Fueling,DSNY,100,31,1.2,100,22.5,0.9,1006760003
2066,1.0,1104.0,1.0,1087609.0,"Manhattan 4, 4A, 7 District Garage; Salt",DSNY,Not Available,349.6,21.1,Not Available,949,42.4,1011040001
2067,1.0,1109.0,99.0,1076222.0,West 59th Street MTS,DSNY,Not Available,72,1.9,Not Available,71.7,1.9,1011090099
2068,1.0,1671.0,1.0,1052640.0,Manhattan 11 District Garage,DSNY,Not Available,55.1,1.4,Not Available,105.6,5.5,1016710001
2069,1.0,1772.0,31.0,1054433.0,Manhattan Lot Cleaning (Leased),DSNY,Not Available,129.2,4.1,Not Available,132.8,4.3,1017720031
2070,1.0,1779.0,1.0,1054511.0,Manhattan 10 District Garage (Leased),DSNY,Not Available,77.2,2,Not Available,197.9,11.1,1017790001
2071,1.0,2196.0,1.0,1064485.0,Manhattan 12 District Garage,DSNY,Not Available,140.2,3.9,Not Available,328.3,17.8,1021960001
2072,1.0,1169.0,26.0,1030885.0,Ladder Co. 25 and Division 3,FDNY,Not Available,299.3,10,Not Available,292.2,9.9,1011690026
2073,1.0,2212.0,1.0,1082036.0,Bronx 7 & Bronx 8 & Manhattan 8 District Garage Campus: Garage,DSNY,Not Available,243.6,9.8,Not Available,347,17,1022120001
2074,2.0,2352.0,28.0,2001102.0,Manhattan 9 District Garage (Leased),DSNY,Not Available,128.5,4.7,Not Available,230.6,11.5,2023520028
2075,2.0,2765.0,177.0,2006621.0,Bronx 2 District Garage (Leased),DSNY,Not Available,225.4,9.2,Not Available,231.8,9.7,2027650177
2076,2.0,2766.0,320.0,2006748.0,Citywide Transport Unit,DSNY,Not Available,48.7,1.3,Not Available,37.7,1,2027660320
2077,2.0,2871.0,77.0,2008640.0,Bronx 5 District Garage,DSNY,Not Available,76.6,2.1,Not Available,267.8,16.8,2028710077
2078,2.0,2904.0,34.0,2009477.0,Bronx 03 Section Station 1,DSNY,Not Available,14,0.4,Not Available,26.3,1.6,2029040034
2079,2.0,2953.0,21.0,2097277.0,"Bronx 6, 6A District Garage",DSNY,Not Available,236.6,9.4,Not Available,277.7,11.9,2029530021
2080,2.0,3015.0,49.0,2010954.0,Bronx 3A Broom Depot,DSNY,Not Available,136.1,3.5,Not Available,234.1,11.7,2030150049
2081,2.0,3015.0,58.0,2010955.0,"Section Station 92, Bronx Enforcement",DSNY,Not Available,64.1,1.7,Not Available,147.2,8.2,2030150058
2082,2.0,3047.0,50.0,2011508.0,Bronx Lot Cleaning,DSNY,Not Available,60.2,2.6,Not Available,68.9,3,2030470050
2083,2.0,3702.0,1.0,2094842.0,"Bronx 9, 10, 11 District Garages Campus: Bronx 11 Sanitation Garage",DSNY,Not Available,93.3,2.7,Not Available,212.5,10.8,2037020001
2084,2.0,3702.0,1.0,2094841.0,"Bronx 9, 10, 11 District Garages Campus: Bronx 9/10 Sanitation Garage",DSNY,Not Available,93.3,2.7,Not Available,212.5,10.8,2037020001
2085,2.0,4974.0,28.0,2090261.0,Bronx 12 District Garage,DSNY,Not Available,215.5,9.3,Not Available,233.6,10.3,2049740028
2086,3.0,335.0,1.0,3004232.0,Brooklyn 6A Broom Garage (Leased),DSNY,Not Available,236.2,10.3,Not Available,269.9,12.1,3003350001
2087,3.0,625.0,2.0,3336714.0,Hamilton Avenue Marine Transfer Station,DSNY,Not Available,Not Available,Not Available,Not Available,365,10.1,3006250002
2088,3.0,725.0,200.0,3347738.0,Brooklyn South 7 and 10 District Garage,DSNY,Not Available,334.1,8.7,Not Available,757.3,42,3007250200
2089,3.0,1020.0,1.0,3022747.0,Brooklyn South 6 District Garage,DSNY,Not Available,236.3,8.9,Not Available,164.8,6.6,3010200001
2090,3.0,1038.0,1.0,3023562.0,Brooklyn North 2 District Garage (Leased),DSNY,Not Available,234.4,8.8,Not Available,333.1,13.7,3010380001
2091,3.0,1336.0,18.0,3330693.0,Brooklyn North 8 District Garage,DSNY,Not Available,448.2,15.5,Not Available,264.7,10.6,3013360018
2092,3.0,2962.0,1.0,3070545.0,Brooklyn North 1 District & 4 District Garage,DSNY,Not Available,604.5,24.9,Not Available,339.6,13.5,3029620001
2093,3.0,2987.0,16.0,3070584.0,Brooklyn North 3 District Garage (Leased),DSNY,Not Available,264.1,10.3,Not Available,257.2,10.3,3029870016
2094,3.0,3871.0,1.0,3252759.0,Cioffe Borough Repair Shop,DSNY,Not Available,716.9,29.4,Not Available,673,28.6,3038710001
2095,3.0,4388.0,1.0,3097871.0,Brooklyn South 16 District Garage,DSNY,Not Available,150.4,4.4,Not Available,354.2,21.1,3043880001
2096,3.0,4555.0,1.0,3099064.0,Brooklyn Lot Cleaning and Salt Shed,DSNY,99,22.6,0.6,96,32.9,1.2,3045550001
2097,3.0,4562.0,1.0,3099068.0,Brooklyn North 5 District Garage (Leased),DSNY,Not Available,310.9,13.2,Not Available,287.2,12,3045620001
2098,3.0,4827.0,39.0,3327687.0,Brooklyn North 9 District Garage,DSNY,Not Available,341.8,12.6,Not Available,373.5,14.6,3048270039
2099,3.0,5494.0,89.0,3328495.0,Brooklyn South 12 District Garage,DSNY,Not Available,140.8,3.6,Not Available,249.9,11.2,3054940089
2100,3.0,5495.0,1.0,3130960.0,Brooklyn 12 District Garage Parking Lot,DSNY,Not Available,96.4,3.2,Not Available,317.1,14.6,3054950001
2101,3.0,6943.0,30.0,3378180.0,Brooklyn 11 District Garage; BK Boro Office; SW MTS,DSNY,Not Available,55.9,1.4,Not Available,130,7.3,3069430030
2102,3.0,7018.0,1.0,3188979.0,Brooklyn South 13 District Garage (Leased),DSNY,Not Available,82.5,2.1,Not Available,367.6,22.2,3070180001
2103,3.0,7893.0,52.0,3220944.0,Brooklyn South 15 District Garage - 49th St (Leased),DSNY,Not Available,730.6,34.6,Not Available,208.6,8.6,3078930052
2104,3.0,7918.0,145.0,3221978.0,Brooklyn South 14 District Garage (Leased),DSNY,Not Available,245.7,9.9,Not Available,215,9,3079180145
2105,3.0,8138.0,1.0,3256921.0,Brooklyn South 17 and 18 District Garage,DSNY,Not Available,244.3,10,Not Available,323.4,13.3,3081380001
2106,4.0,523.0,12.0,4005787.0,Queens West 1 District Garage,DSNY,Not Available,314.6,11.2,Not Available,449.2,18.4,4005230012
2107,4.0,2347.0,55.0,4054170.0,Queens Borough Repair Shop,DSNY,Not Available,246.8,7.8,Not Available,232.4,7.7,4023470055
2108,4.0,2361.0,268.0,4462505.0,"Queens West 2,3,4 District Garages; Central Repair Shop",DSNY,Not Available,424,17.3,Not Available,326.1,14.1,4023610268
2109,4.0,2600.0,1.0,4307983.0,Queens West 5 and 5A District Garages,DSNY,Not Available,351.2,14.5,Not Available,178.9,6.7,4026000001
2110,4.0,2611.0,447.0,4462340.0,Sanitation Police Enforcement,DSNY,Not Available,143,3.7,Not Available,243.5,11.7,4026110447
2111,4.0,4346.0,75.0,4802407.0,Queens 7/11 Garage and Boro Office,DSNY,Not Available,131.9,5.1,Not Available,199.4,8.6,4043460075
2112,4.0,4350.0,1.0,4850718.0,Queens 7/11 District Garage Annex,DSNY,Not Available,651.2,26.8,Not Available,718.6,30.9,4043500001
2113,4.0,7850.0,20.0,4445411.0,Queens East 11 District Garage,DSNY,Not Available,336.8,13.4,Not Available,355.7,14.4,4078500020
2114,4.0,9375.0,261.0,4196969.0,Queens West 9 District Garage (Leased),DSNY,Not Available,143.3,5.6,Not Available,151.8,5.8,4093750261
2115,4.0,11884.0,1.0,4257531.0,"Queens East 8,10,12 District Garage;12A Broom",DSNY,Not Available,345,14.8,Not Available,442.4,20.1,4118840001
2116,4.0,15001.0,73.0,4433112.0,Queens East 13 District Garage,DSNY,Not Available,198.3,7.9,Not Available,275.4,12.1,4150010073
2117,4.0,15980.0,2.0,4854048.0,Q14 District Garage,DSNY,Not Available,891.3,39.2,Not Available,744.8,32.7,4159800002
2118,5.0,34.0,1.0,5106487.0,Staten Island 1 District Garage,DSNY,Not Available,102.1,3,Not Available,202.9,11.9,5000340001
2119,5.0,504.0,49.0,5013317.0,Staten Island Lot Cleaning,DSNY,Not Available,372.3,15,Not Available,65.5,3.6,5005040049
2120,5.0,2520.0,1.0,5828489.0,Staten Island 2 District Garage,DSNY,Not Available,216.2,7.8,Not Available,183,6.9,5025200001
2121,5.0,2685.0,100.0,5141714.0,Plant 1: Tractor Shops,DSNY,Not Available,Not Available,Not Available,Not Available,297.3,16.7,5026850100
